timestamp,cpu_usage,memory_usage,latency,packet_loss,cpu_anomaly,latency_anomaly,packet_loss_anomaly,fault
2026-06-20 21:10:29.808325,43.08587285932397,21.27628789165522,99.22775955027356,4.413503825074133,False,False,False,False
2026-06-20 21:10:30.808325,61.00440526264293,77.46700081493543,27.063516448935754,2.27516793487987,False,False,False,False
2026-06-20 21:10:31.808325,14.406964572469844,28.178690970336618,135.3523797464738,1.1086181987347272,False,False,False,False
2026-06-20 21:10:32.808325,93.93557079196484,41.02585906508336,48.66267895383235,1.0774778576665829,True,False,False,True
2026-06-20 21:10:33.808325,49.61054515757175,56.79626550032552,104.94047422235704,4.991880693590607,False,False,False,False
2026-06-20 21:10:34.808325,49.80911065895432,87.80161210346078,64.93573059514824,0.3358145270097551,False,False,False,False
2026-06-20 21:10:35.808325,51.965299212216415,45.67177761242134,116.65830664530858,3.141340125321881,False,False,False,False
2026-06-20 21:10:36.808325,66.32814279415057,53.43261256276307,173.3415971640582,1.614813358827425,False,False,False,False
2026-06-20 21:10:37.808325,24.3913868457824,85.96395789614138,18.51653035570957,2.5298547346530853,False,False,False,False
2026-06-20 21:10:38.808325,22.63629836621988,78.81304878425372,73.94459664342983,2.946464416970313,False,False,False,False
2026-06-20 21:10:39.808325,71.36026870953631,37.30506603532349,131.26999164832705,2.7703572035471447,False,False,False,False
2026-06-20 21:10:40.808325,24.67713931452481,39.89462817900835,161.77803571879127,0.2209727768496527,False,False,False,False
2026-06-20 21:10:41.808325,34.42403267095934,77.94556397748555,108.64422740169634,2.3923693097038345,False,False,False,False
2026-06-20 21:10:42.808325,24.89014848271851,88.45755037462675,14.039194235482224,0.7532483766938697,False,False,False,False
2026-06-20 21:10:43.808325,49.17048318783807,74.39095116598588,15.760043037811318,0.0356745440672479,False,False,False,False
2026-06-20 21:10:44.808325,11.184780373774991,39.83225674557689,189.95496135218025,0.9426076137829408,False,False,False,False
2026-06-20 21:10:45.808325,75.47030287270123,59.84080548470939,31.331210840372258,1.7790369138931683,False,False,False,False
2026-06-20 21:10:46.808325,16.81022414629745,82.9556786237339,125.77078392251752,1.921563076936916,False,False,False,False
2026-06-20 21:10:47.808325,83.92717138139297,80.19068654903062,174.9591509486814,4.294007946761633,False,False,False,False
2026-06-20 21:10:48.808325,59.81218190154049,44.44341058755802,73.61327496034302,0.0650675307567388,False,False,False,False
2026-06-20 21:10:49.808325,88.47370715633879,57.247258197564,156.82783935908367,3.1211841652963,False,False,False,False
2026-06-20 21:10:50.808325,32.22675665090473,68.55523259960097,39.64293053669312,2.730525718137372,False,False,False,False
2026-06-20 21:10:51.808325,27.606673503527563,45.20864232397515,197.29196133165763,2.400730876809512,False,False,False,False
2026-06-20 21:10:52.808325,75.63578075872113,64.98586289200725,75.75252109543479,3.5393481131785887,False,False,False,False
2026-06-20 21:10:53.808325,66.17239620294684,52.129730086572806,155.73616979580194,1.0976288185091891,False,False,False,False
2026-06-20 21:10:54.808325,68.716904965802,38.41731827774197,27.536472244580445,4.866074474596835,False,False,False,False
2026-06-20 21:10:55.808325,31.19432716062968,46.8703029885822,47.85381023015839,3.692701286611398,False,False,False,False
2026-06-20 21:10:56.808325,86.6184889524331,52.19995724030085,49.56462800226,1.936913948978739,False,False,False,False
2026-06-20 21:10:57.808325,38.52042437370374,65.50771811661984,182.3145322036774,4.119526118792653,False,False,False,False
2026-06-20 21:10:58.808325,37.39175937612032,43.27851941102501,61.7292272696655,3.638436594987961,False,False,False,False
2026-06-20 21:10:59.808325,36.5801879146663,43.89010305255634,96.7645640134246,1.8593514744816573,False,False,False,False
